//地址：https://raw.gitcode.com/lionzang/TV/raw/main/channel.txt
ğŸ‡¨ğŸ‡³å¤®è§†é¢‘é“1,#genre#
æ±Ÿè‹å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8$å¯å›çœ‹
æ±Ÿè‹å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8$å¯å›çœ‹
æµ™æ±Ÿå«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8$å¯å›çœ‹
æµ™æ±Ÿå«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8$å¯å›çœ‹
æ±åœ³å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8$å¯å›çœ‹
æ±åœ³å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8$å¯å›çœ‹
æ¹–å—å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8$å¯å›çœ‹
æ¹–å—å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8$å¯å›çœ‹
å±±ä¸œå«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8$å¯å›çœ‹
å±±è¥¿å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8$å¯å›çœ‹
å±±è¥¿å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226392/index.m3u8$å¯å›çœ‹
æ²³åŒ—å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8$å¯å›çœ‹
æ²³å—å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8$å¯å›çœ‹
å¤©æ´¥å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8$å¯å›çœ‹
å¤©æ´¥å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8$å¯å›çœ‹
ä¸œå—å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8$å¯å›çœ‹
å®‰å¾½å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8$å¯å›çœ‹
å¹¿ä¸œå«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8$å¯å›çœ‹
å¹¿è¥¿å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8$å¯å›çœ‹
æ¹–åŒ—å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8$å¯å›çœ‹
æ¹–åŒ—å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8$å¯å›çœ‹
å››åå«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8$å¯å›çœ‹
é‡åº†å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8$å¯å›çœ‹
è´µåå«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8$å¯å›çœ‹
äº‘å—å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8$å¯å›çœ‹
æ±Ÿè¥¿å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8$å¯å›çœ‹
æµå—å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8$å¯å›çœ‹
å‰æ—å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8$å¯å›çœ‹
è¾½å®å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8$å¯å›çœ‹
é™•è¥¿å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8$å¯å›çœ‹
é’æµå«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8$å¯å›çœ‹
é’æµå«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8$å¯å›çœ‹
å®å¤å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8$å¯å›çœ‹
å®å¤å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8$å¯å›çœ‹
ç”˜è‚ƒå«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8$å¯å›çœ‹
æ–°ç–†å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8$å¯å›çœ‹
æ–°ç–†å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8$å¯å›çœ‹
è¥¿è—å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8$å¯å›çœ‹
è¥¿è—å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8$å¯å›çœ‹
å†…è’™å¤å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8$å¯å›çœ‹
å†…è’™å¤å«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8$å¯å›çœ‹
é»‘é¾™æ±Ÿå«è§†,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8$å¯å›çœ‹
é»‘é¾™æ±Ÿå«è§†,,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226419/index.m3u8$å¯å›çœ‹
åŒ—äº¬å«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226450/index.m3u8$å¯å›çœ‹
åŒ—äº¬å«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225728/index.m3u8$å¯å›çœ‹
ä¸œæ–¹å«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226345/index.m3u8$å¯å›çœ‹
ä¸œæ–¹å«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225735/index.m3u8$å¯å›çœ‹
æ±Ÿè‹å«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226310/index.m3u8$å¯å›çœ‹
æ±Ÿè‹å«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225613/index.m3u8$å¯å›çœ‹
æµ™æ±Ÿå«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226339/index.m3u8$å¯å›çœ‹
æµ™æ±Ÿå«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225612/index.m3u8$å¯å›çœ‹
æ±åœ³å«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226313/index.m3u8$å¯å›çœ‹
æ±åœ³å«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225739/index.m3u8$å¯å›çœ‹
æ¹–å—å«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226307/index.m3u8$å¯å›çœ‹
æ¹–å—å«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225610/index.m3u8$å¯å›çœ‹
å±±ä¸œå«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226456/index.m3u8$å¯å›çœ‹
å¹¿ä¸œå«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226248/index.m3u8$å¯å›çœ‹
å®‰å¾½å«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226391/index.m3u8$å¯å›çœ‹
å¤©æ´¥å«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226459/index.m3u8$å¯å›çœ‹
å¤©æ´¥å«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225740/index.m3u8$å¯å›çœ‹
æ¹–åŒ—å«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226477/index.m3u8$å¯å›çœ‹
æ¹–åŒ—å«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225627/index.m3u8$å¯å›çœ‹
è¾½å®å«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226546/index.m3u8$å¯å›çœ‹
é‡åº†å«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226409/index.m3u8$å¯å›çœ‹
æ²³åŒ—å«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226406/index.m3u8$å¯å›çœ‹
æ±Ÿè¥¿å«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226344/index.m3u8$å¯å›çœ‹
æµå—å«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226465/index.m3u8$å¯å›çœ‹
å‰æ—å«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226397/index.m3u8$å¯å›çœ‹
è´µåå«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226474/index.m3u8$å¯å›çœ‹
ä¸œå—å«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226341/index.m3u8$å¯å›çœ‹
æ²³å—å«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226480/index.m3u8$å¯å›çœ‹
å››åå«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226338/index.m3u8$å¯å›çœ‹
å¹¿è¥¿å«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226549/index.m3u8$å¯å›çœ‹
é»‘é¾™æ±Ÿå«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226327/index.m3u8$å¯å›çœ‹
é»‘é¾™æ±Ÿå«è§†,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226525/index.m3u8$å¯å›çœ‹
äº‘å—å«è§†,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
é’æµå«è§†,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=f35a89681647856030
é’æµå«è§†,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484
é’æµå«è§†,http://stream.qhbtv.com/qhws/sd/live.m3u8
å®‰å¤šå«è§†,http://stream.qhbtv.com/adws/sd/live.m3u8



ğŸ‡¨ğŸ‡³æ•°å­—é¢‘é“,#genre#
4kğŸ‘‰ä¿®å¤å…¨ç½‘,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
4kğŸ‘‰åŠ¨ç‰©å…¨ç½‘,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
4Kå—å›½éƒ½å¸‚å°,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
4Kç»šå½±é¢‘é“å°,http://118.114.96.20:8889/rtp/239.93.42.33:5140?Cf=cfss.cc
8KåŒ—äº¬çºªå®å°,http://49.7.69.235/downflv.brtvcloud.com/8klive/8kliveok.m3u8
8KåŒ—äº¬çºªå®å°,http://111.31.106.140/downflv.brtvcloud.com/8klive/8kliveok.m3u8
8KCCTVè¶…æ¸…å°,https://tv.cry33.com/ys4k.php?id=8k25
8KCCTVè¶…æ¸…å°,https://tv.cry33.com/ys4k.php?id=8k
8KCCTVè¶…æ¸…å°,https://tv.cry33.com/ys4k.php?id=8k25
8KCCTVè¶…æ¸…å°,https://tv.cry33.com/ys4k.php?id=8k
4kCCTV16é¢‘é“,https://tv.cry33.com/ys4k.php?id=16-4k
4Kæ”¾å¤§é•œå…¨ç½‘,https://d2dw21aq0j0l5c.cloudfront.net/playlist_3840x2160.m3u8
4Kå’ªå’•å°ipv6,http://[2409:8087:1a01:df::4001]/PLTV/88888888/224/3221225655/index.m3u8
4Kã€Œæ—¶å°šã€å°,https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8
4Kã€Œè‡ªç„¶ã€å°,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
4Kæµ‹è¯•é¢‘é“å°,http://tvbox.mohuajz.eu.org/tv/hnsqyx.php?id=52
çˆ±ä¸Š4K,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000459/index.m3u8?IAS
çºªå®äººæ–‡,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8
çºªå®ç§‘æ•™,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
åŠ²çˆ†ä½“è‚²,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000008/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000008&IAS,httpSessionId=OTT19019320240419154124000281
ä¹æ¸¸é¢‘é“,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000092/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000092&IAS,httpSessionId=OTT19019320240419154124000281
å¡é…å°‘å„¿,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
é‡‘é¹°å¡é€š,http://[2409:8087:1a0b:df::4008]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8
é‡‘é¹°çºªå®,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN4766929BESTVSMGSMG/index.m3u8?m3u8_level=2
èŒ¶å‹é¢‘é“,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638729d8aca53/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSBx06ZL9Bo6JOM%2BSTjxZRIdUCZxTtaM%2Bza0L7mJjkPMmnEhAf%2Bi68sKjzRCbPoTU0E%2B6Pia2CkRtxgPs8Tmw7I
å¿«ä¹å‚é’“,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638729b6002c4/index.m3u8?m3u8_level=2
å“’å•µèµ›äº‹,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
å“’å•µç”µç«,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000003000000066/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000003000000066&IAS,httpSessionId=OTT19019320240419154124000281
ä¼˜æ¼«å¡é€š,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
å“ˆå“ˆç‚«åŠ¨,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
é»‘è“åŠ¨ç”»,http://[2409:8087:1a0b:df::4006]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
é»‘è“ç”µå½±,http://[2409:8087:1a0b:df::4014]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
æ¢¨å›­é¢‘é“,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380788ba7bed/index.m3u8?AuthInfo=toEYVdLfxymUP2l9NZpQI5%2BK6T7j%2FlRm%2BvbM9VO7bA0q1S1k1f36SqqriM0FZoFSAJRfCt8SS7X6sTRmXb81a8O4H%2FdroDKjLoDeaMQdyJQ
æ±‚ç´¢è®°å½•,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000010/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000010&IAS,httpSessionId=OTT19019320240419154124000281
æ±‚ç´¢åŠ¨ç‰©,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000009/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000009&IAS,httpSessionId=OTT19019320240419154124000281
æ±‚ç´¢ç§‘å­¦,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000011/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000011&IAS,httpSessionId=OTT19019320240419154124000281
æ±‚ç´¢ç”Ÿæ´»,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000008/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000008&IAS,httpSessionId=OTT19019320240419154124000281
è¶…çº§ä½“è‚²,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
è¶…çº§ç”µå½±,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
è¶…çº§è§†å‰§,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
ä¸œåŒ—çƒ­å‰§,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
æµå¤–å‰§åœº,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
ä¸­å›½åŠŸå¤«,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
å†›æ—…å‰§åœº,http://[2409:8087:1a0b:df::4018]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
æƒŠæ‚šæ‚¬ç–‘,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
æ½®å¦ˆè¾£å©†,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
ç²¾å“ä½“è‚²,http://[2409:8087:1a0b:df::4004]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
ç²¾å“çºªå½•,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
å®¶åº­å‰§åœº,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
ç²¾å“å¤§å‰§,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
å†›äº‹è¯„è®º,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
æ˜æ˜Ÿå¤§ç‰‡,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
æ¬¢ä¹å‰§åœº,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
ç²¾å“èŒå® ,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
è¶…çº§ç»¼è‰º,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
é‡‘ç‰Œç»¼è‰º,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
iHOTçˆ±é™¢çº¿,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000034/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000034&IASHttpSessionId=OTT19019320240419154124000281
iHOTçˆ±ç§‘å¹»,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000033/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000033&IASHttpSessionId=OTT19019320240419154124000281
iHOTçˆ±æµªæ¼«,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000035/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000035&IASHttpSessionId=OTT19019320240419154124000281
iHOTçˆ±å–œå‰§,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000032/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000032&IAS,httpSessionId=OTT19019320240419154124000281
iHOTçˆ±æ‚¬ç–‘,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000036/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000036&IAS,httpSessionId=OTT19019320240419154124000281
iHOTçˆ±èµ›è½¦,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000055/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000055&IAS,httpSessionId=OTT19019320240419154124000281
iHOTçˆ±ä½“è‚²,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000060/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000060&IAS,httpSessionId=OTT19019320240419154124000281
iHOTçˆ±å¥‡è°ˆ,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000058/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000058&IAS,httpSessionId=OTT19019320240419154124000281
iHOTçˆ±ç©å…·,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000053/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000053&IAS,httpSessionId=OTT19019320240419154124000281
iHOTçˆ±æ—…è¡Œ,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000056/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000056&IAS,httpSessionId=OTT19019320240419154124000281
iHOTçˆ±å¹¼æ•™,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000049/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000049&IAS,httpSessionId=OTT19019320240419154124000281
iHOTçˆ±è°æˆ˜,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000038/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000038&IAS,httpSessionId=OTT19019320240419154124000281
iHOTçˆ±å†å²,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000046/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000046&IAS,httpSessionId=OTT19019320240419154124000281
iHOTçˆ±ç§‘å­¦,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000047/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000047&IAS,httpSessionId=OTT19019320240419154124000281
iHOTçˆ±åŠ¨æ¼«,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000059/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000059&IAS,httpSessionId=OTT19019320240419154124000281






ğŸ‡¨ğŸ‡³å¤®è§†é¢‘é“4,#genre#
CCTV1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226559/index.m3u8
CCTV2,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226540/index.m3u8
CCTV3,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226021/index.m3u8
CCTV4,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226428/index.m3u8
CCTV5,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226019/index.m3u8
CCTV5+,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225603/index.m3u8
CCTV6,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226010/index.m3u8
CCTV7,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225733/index.m3u8
CCTV8,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226008/index.m3u8
CCTV9,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225734/index.m3u8
CCTV10,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226473/index.m3u8
CCTV11,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226565/index.m3u8
CCTV12,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226568/index.m3u8
CCTV13,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226537/index.m3u8
CCTV14,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226591/index.m3u8
CCTV15,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226476/index.m3u8
CCTV16,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226100/index.m3u8
CCTV17,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225765/index.m3u8
CCTV1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226016/index.m3u8
CCTV2,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/8/3221225588/index.m3u8
CCTV3,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226021/index.m3u8
CCTV4,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/8/3221226007/index.m3u8
CCTV5,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226019/index.m3u8
CCTV5+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225603/index.m3u8
CCTV6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226010/index.m3u8
CCTV7,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225733/index.m3u8
CCTV8,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226008/index.m3u8
CCTV9,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225734/index.m3u8
CCTV10,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225730/index.m3u8
CCTV11,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225597/index.m3u8
CCTV12,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225731/index.m3u8
